"periode_pengujian","nama_lokasi","parameter","satuan","nilai"
"Periode 2"," Pasar Minggui ","Seng (Zn)","(mg/L)","0.01"
"Periode 2"," Pasar Minggui ","Sulfat","(mg/L)","58.66"
"Periode 2"," Pasar Minggui ","Senyawa Aktif Biru Metilen","(mg/L)","0.03"
"Periode 2"," Pasar Minggui ","Organik (KMnO4)","(mg/L)","1.42"
"Periode 2"," Pasar Minggui ","Suhu","(Celcius)","23.6"
"Periode 2"," Pasar Minggui ","Bakteri Koli","(Jlm/100mL)","1700"
"Periode 2"," Pejaten Barat ","Zat Padat Terlarut","(mg/L)","215"
"Periode 2"," Pejaten Barat ","Kekeruhan","NTU","0.1"
"Periode 2"," Pejaten Barat ","Besi (Fe)","(mg/L)","0.08"
"Periode 2"," Pejaten Barat ","Fluorida","(mg/L)","0.03"
"Periode 2"," Pejaten Barat ","Total Hardness","(mg/L)","63.04"
"Periode 2"," Pejaten Barat ","Chlorida","(mg/L)","34.44"
"Periode 2"," Pejaten Barat ","Mangan (Mn)","(mg/L)","0.05"
"Periode 2"," Pejaten Barat ","Nitrat","(mg/L)","4.49"
"Periode 2"," Pejaten Barat ","Nitrit","(mg/L)","0.003"
"Periode 2"," Pejaten Barat ","Ph","(mg/L)","6.3"
"Periode 2"," Pejaten Barat ","Seng (Zn)","(mg/L)","0.82"
"Periode 2"," Pejaten Barat ","Sulfat","(mg/L)","46.13"
"Periode 2"," Pejaten Barat ","Senyawa Aktif Biru Metilen","(mg/L)","0.03"
"Periode 2"," Pejaten Barat ","Organik (KMnO4)","(mg/L)","9.05"
"Periode 2"," Pejaten Barat ","Suhu","(Celcius)","23.6"
"Periode 2"," Pejaten Barat ","Bakteri Koli","(Jlm/100mL)","0"
"Periode 2"," Pejaten Timur ","Zat Padat Terlarut","(mg/L)","198"
"Periode 2"," Pejaten Timur ","Kekeruhan","NTU","0.02"
"Periode 2"," Pejaten Timur ","Besi (Fe)","(mg/L)","0.08"
"Periode 2"," Pejaten Timur ","Fluorida","(mg/L)","0.32"
"Periode 2"," Pejaten Timur ","Total Hardness","(mg/L)","59.18"
"Periode 2"," Pejaten Timur ","Chlorida","(mg/L)","27.32"
"Periode 2"," Pejaten Timur ","Mangan (Mn)","(mg/L)","0.05"
"Periode 2"," Pejaten Timur ","Nitrat","(mg/L)","2.36"
"Periode 2"," Pejaten Timur ","Nitrit","(mg/L)","0.003"
"Periode 2"," Pejaten Timur ","Ph","(mg/L)","7.4"
"Periode 2"," Pejaten Timur ","Seng (Zn)","(mg/L)","0.01"
"Periode 2"," Pejaten Timur ","Sulfat","(mg/L)","36.94"
"Periode 2"," Pejaten Timur ","Senyawa Aktif Biru Metilen","(mg/L)","0.03"
"Periode 2"," Pejaten Timur ","Organik (KMnO4)","(mg/L)","0.8"
"Periode 2"," Pejaten Timur ","Suhu","(Celcius)","23.3"
"Periode 2"," Pejaten Timur ","Bakteri Koli","(Jlm/100mL)","0"
"Periode 2"," Ragunan ","Zat Padat Terlarut","(mg/L)","244"
"Periode 2"," Ragunan ","Kekeruhan","NTU","0.02"
"Periode 2"," Ragunan ","Besi (Fe)","(mg/L)","0.08"
"Periode 2"," Ragunan ","Fluorida","(mg/L)","0.33"
"Periode 2"," Ragunan ","Total Hardness","(mg/L)","93.88"
"Periode 2"," Ragunan ","Chlorida","(mg/L)","38.45"
"Periode 2"," Ragunan ","Mangan (Mn)","(mg/L)","0.05"
"Periode 2"," Ragunan ","Nitrat","(mg/L)","5.84"
"Periode 2"," Ragunan ","Nitrit","(mg/L)","0.005"
"Periode 2"," Ragunan ","Ph","(mg/L)","7.2"
"Periode 2"," Ragunan ","Seng (Zn)","(mg/L)","0.02"
"Periode 2"," Ragunan ","Sulfat","(mg/L)","29.05"
"Periode 2"," Ragunan ","Senyawa Aktif Biru Metilen","(mg/L)","0.03"
"Periode 2"," Ragunan ","Organik (KMnO4)","(mg/L)","1"
"Periode 2"," Ragunan ","Suhu","(Celcius)","23.3"
"Periode 2"," Ragunan ","Bakteri Koli","(Jlm/100mL)","100"
"Periode 2"," Cipulir ","Zat Padat Terlarut","(mg/L)","415"
"Periode 2"," Cipulir ","Kekeruhan","NTU","9.3"
"Periode 2"," Cipulir ","Besi (Fe)","(mg/L)","0.19"
"Periode 2"," Cipulir ","Fluorida","(mg/L)","0.42"
"Periode 2"," Cipulir ","Total Hardness","(mg/L)","171.43"
"Periode 2"," Cipulir ","Chlorida","(mg/L)","86.01"
"Periode 2"," Cipulir ","Mangan (Mn)","(mg/L)","0.05"
"Periode 2"," Cipulir ","Nitrat","(mg/L)","0.63"
"Periode 2"," Cipulir ","Nitrit","(mg/L)","0.003"
"Periode 2"," Cipulir ","Ph","(mg/L)","8.2"
"Periode 2"," Cipulir ","Seng (Zn)","(mg/L)","0.01"
"Periode 2"," Cipulir ","Sulfat","(mg/L)","19.36"
"Periode 2"," Cipulir ","Senyawa Aktif Biru Metilen","(mg/L)","0.03"
"Periode 2"," Cipulir ","Organik (KMnO4)","(mg/L)","1.79"
"Periode 2"," Cipulir ","Suhu","(Celcius)","23.5"
"Periode 2"," Cipulir ","Bakteri Koli","(Jlm/100mL)","0"
"Periode 2"," Grogol Selatan ","Zat Padat Terlarut","(mg/L)","224"
"Periode 2"," Grogol Selatan ","Kekeruhan","NTU","0.02"
"Periode 2"," Grogol Selatan ","Besi (Fe)","(mg/L)","0.08"
"Periode 2"," Grogol Selatan ","Fluorida","(mg/L)","0.42"
"Periode 2"," Grogol Selatan ","Total Hardness","(mg/L)","87.76"
"Periode 2"," Grogol Selatan ","Chlorida","(mg/L)","28.84"
"Periode 2"," Grogol Selatan ","Mangan (Mn)","(mg/L)","0.05"
"Periode 2"," Grogol Selatan ","Nitrat","(mg/L)","5.68"
"Periode 2"," Grogol Selatan ","Nitrit","(mg/L)","0.003"
"Periode 2"," Grogol Selatan ","Ph","(mg/L)","7.7"
"Periode 2"," Grogol Selatan ","Seng (Zn)","(mg/L)","0.03"
"Periode 2"," Grogol Selatan ","Sulfat","(mg/L)","54.89"
"Periode 2"," Grogol Selatan ","Senyawa Aktif Biru Metilen","(mg/L)","0.03"
"Periode 2"," Grogol Selatan ","Organik (KMnO4)","(mg/L)","1.11"
"Periode 2"," Grogol Selatan ","Suhu","(Celcius)","23.7"
"Periode 2"," Grogol Selatan ","Bakteri Koli","(Jlm/100mL)","100"
"Periode 2"," Kebayoran Lama Selatan ","Zat Padat Terlarut","(mg/L)","165"
"Periode 2"," Kebayoran Lama Selatan ","Kekeruhan","NTU","0.7"
"Periode 2"," Kebayoran Lama Selatan ","Besi (Fe)","(mg/L)","0.08"
"Periode 2"," Kebayoran Lama Selatan ","Fluorida","(mg/L)","0.49"
"Periode 2"," Kebayoran Lama Selatan ","Total Hardness","(mg/L)","48.98"
"Periode 2"," Kebayoran Lama Selatan ","Chlorida","(mg/L)","14.17"
"Periode 2"," Kebayoran Lama Selatan ","Mangan (Mn)","(mg/L)","0.05"
"Periode 2"," Kebayoran Lama Selatan ","Nitrat","(mg/L)","1.63"
"Periode 2"," Kebayoran Lama Selatan ","Nitrit","(mg/L)","0.005"
"Periode 2"," Kebayoran Lama Selatan ","Ph","(mg/L)","7.7"
"Periode 2"," Kebayoran Lama Selatan ","Seng (Zn)","(mg/L)","0.45"
"Periode 2"," Kebayoran Lama Selatan ","Sulfat","(mg/L)","43.82"
"Periode 2"," Kebayoran Lama Selatan ","Senyawa Aktif Biru Metilen","(mg/L)","0.03"
"Periode 2"," Kebayoran Lama Selatan ","Organik (KMnO4)","(mg/L)","1.72"
"Periode 2"," Kebayoran Lama Selatan ","Suhu","(Celcius)","23.9"
"Periode 2"," Kebayoran Lama Selatan ","Bakteri Koli","(Jlm/100mL)","100"
"Periode 2"," Kebayoran ","Zat Padat Terlarut","(mg/L)","273"
"Periode 2"," Kebayoran ","Kekeruhan","NTU","0.1"
"Periode 2"," Kebayoran ","Besi (Fe)","(mg/L)","0.08"
"Periode 2"," Kebayoran ","Fluorida","(mg/L)","0.3"
"Periode 2"," Kebayoran ","Total Hardness","(mg/L)","73.47"
"Periode 2"," Kebayoran ","Chlorida","(mg/L)","70.83"
"Periode 2"," Kebayoran ","Mangan (Mn)","(mg/L)","0.07"
"Periode 2"," Kebayoran ","Nitrat","(mg/L)","2.88"
"Periode 2"," Kebayoran ","Nitrit","(mg/L)","0.005"
"Periode 2"," Kebayoran ","Ph","(mg/L)","7.2"
"Periode 2"," Kebayoran ","Seng (Zn)","(mg/L)","0.03"
"Periode 2"," Kebayoran ","Sulfat","(mg/L)","31.51"
"Periode 2"," Kebayoran ","Senyawa Aktif Biru Metilen","(mg/L)","0.03"
"Periode 2"," Kebayoran ","Organik (KMnO4)","(mg/L)","0.74"
"Periode 2"," Kebayoran ","Suhu","(Celcius)","23.7"
"Periode 2"," Kebayoran ","Bakteri Koli","(Jlm/100mL)","0"
"Periode 2"," Grogol Utara ","Zat Padat Terlarut","(mg/L)","165"
"Periode 2"," Grogol Utara ","Kekeruhan","NTU","0.1"
"Periode 2"," Grogol Utara ","Besi (Fe)","(mg/L)","0.08"
"Periode 2"," Grogol Utara ","Fluorida","(mg/L)","0.5"
"Periode 2"," Grogol Utara ","Total Hardness","(mg/L)","48.98"
"Periode 2"," Grogol Utara ","Chlorida","(mg/L)","15.68"
"Periode 2"," Grogol Utara ","Mangan (Mn)","(mg/L)","0.05"
"Periode 2"," Grogol Utara ","Nitrat","(mg/L)","1.8"
"Periode 2"," Grogol Utara ","Nitrit","(mg/L)","0.003"
"Periode 2"," Grogol Utara ","Ph","(mg/L)","8.1"
"Periode 2"," Grogol Utara ","Seng (Zn)","(mg/L)","0.01"
"Periode 2"," Grogol Utara ","Sulfat","(mg/L)","34.12"
"Periode 2"," Grogol Utara ","Senyawa Aktif Biru Metilen","(mg/L)","0.03"
"Periode 2"," Grogol Utara ","Organik (KMnO4)","(mg/L)","5.24"
"Periode 2"," Grogol Utara ","Suhu","(Celcius)","23.6"
"Periode 2"," Grogol Utara ","Bakteri Koli","(Jlm/100mL)","0"
"Periode 2"," Pondok Pinang ","Zat Padat Terlarut","(mg/L)","253"
"Periode 2"," Pondok Pinang ","Kekeruhan","NTU","0.02"
"Periode 2"," Pondok Pinang ","Besi (Fe)","(mg/L)","0.08"
"Periode 2"," Pondok Pinang ","Fluorida","(mg/L)","0.35"
"Periode 2"," Pondok Pinang ","Total Hardness","(mg/L)","97.96"
"Periode 2"," Pondok Pinang ","Chlorida","(mg/L)","33.39"
"Periode 2"," Pondok Pinang ","Mangan (Mn)","(mg/L)","0.05"
"Periode 2"," Pondok Pinang ","Nitrat","(mg/L)","2.57"
"Periode 2"," Pondok Pinang ","Nitrit","(mg/L)","0.003"
"Periode 2"," Pondok Pinang ","Ph","(mg/L)","6.8"
"Periode 2"," Pondok Pinang ","Seng (Zn)","(mg/L)","0.03"
"Periode 2"," Pondok Pinang ","Sulfat","(mg/L)","21.18"
"Periode 2"," Pondok Pinang ","Senyawa Aktif Biru Metilen","(mg/L)","0.03"
"Periode 2"," Pondok Pinang ","Organik (KMnO4)","(mg/L)","2.4"
"Periode 2"," Pondok Pinang ","Suhu","(Celcius)","23.6"
"Periode 2"," Pondok Pinang ","Bakteri Koli","(Jlm/100mL)","0"
"Periode 2"," Cilandak Barat ","Zat Padat Terlarut","(mg/L)","219"
"Periode 2"," Cilandak Barat ","Kekeruhan","NTU","38.8"
"Periode 2"," Cilandak Barat ","Besi (Fe)","(mg/L)","0.08"
"Periode 2"," Cilandak Barat ","Fluorida","(mg/L)","0.17"
"Periode 2"," Cilandak Barat ","Total Hardness","(mg/L)","91.84"
"Periode 2"," Cilandak Barat ","Chlorida","(mg/L)","49.07"
"Periode 2"," Cilandak Barat ","Mangan (Mn)","(mg/L)","0.05"
"Periode 2"," Cilandak Barat ","Nitrat","(mg/L)","0.69"
"Periode 2"," Cilandak Barat ","Nitrit","(mg/L)","0.01"
"Periode 2"," Cilandak Barat ","Ph","(mg/L)","6.7"
"Periode 2"," Cilandak Barat ","Seng (Zn)","(mg/L)","0.01"
"Periode 2"," Cilandak Barat ","Sulfat","(mg/L)","17.32"
"Periode 2"," Cilandak Barat ","Senyawa Aktif Biru Metilen","(mg/L)","0.13"
"Periode 2"," Cilandak Barat ","Organik (KMnO4)","(mg/L)","3.11"
"Periode 2"," Cilandak Barat ","Suhu","(Celcius)","23.9"
"Periode 2"," Cilandak Barat ","Bakteri Koli","(Jlm/100mL)","0"
"Periode 2"," Cipete Selatan ","Zat Padat Terlarut","(mg/L)","262"
"Periode 2"," Cipete Selatan ","Kekeruhan","NTU","0.02"
"Periode 2"," Cipete Selatan ","Besi (Fe)","(mg/L)","1.24"
"Periode 2"," Cipete Selatan ","Fluorida","(mg/L)","0.28"
"Periode 2"," Cipete Selatan ","Total Hardness","(mg/L)","87.76"
"Periode 2"," Cipete Selatan ","Chlorida","(mg/L)","60.71"
"Periode 2"," Cipete Selatan ","Mangan (Mn)","(mg/L)","0.64"
"Periode 2"," Cipete Selatan ","Nitrat","(mg/L)","1.9"
"Periode 2"," Cipete Selatan ","Nitrit","(mg/L)","0.013"
"Periode 2"," Cipete Selatan ","Ph","(mg/L)","6.7"
"Periode 2"," Cipete Selatan ","Seng (Zn)","(mg/L)","0.01"
"Periode 2"," Cipete Selatan ","Sulfat","(mg/L)","6.39"
"Periode 2"," Cipete Selatan ","Senyawa Aktif Biru Metilen","(mg/L)","0.03"
"Periode 2"," Cipete Selatan ","Organik (KMnO4)","(mg/L)","1.63"
"Periode 2"," Cipete Selatan ","Suhu","(Celcius)","23.4"
"Periode 2"," Cipete Selatan ","Bakteri Koli","(Jlm/100mL)","500"
"Periode 2"," Gandaria Selatan ","Zat Padat Terlarut","(mg/L)","149"
"Periode 2"," Gandaria Selatan ","Kekeruhan","NTU","0.02"
"Periode 2"," Gandaria Selatan ","Besi (Fe)","(mg/L)","0.08"
"Periode 2"," Gandaria Selatan ","Fluorida","(mg/L)","0.07"
"Periode 2"," Gandaria Selatan ","Total Hardness","(mg/L)","46.94"
"Periode 2"," Gandaria Selatan ","Chlorida","(mg/L)","27.83"
"Periode 2"," Gandaria Selatan ","Mangan (Mn)","(mg/L)","0.05"
"Periode 2"," Gandaria Selatan ","Nitrat","(mg/L)","2.96"
"Periode 2"," Gandaria Selatan ","Nitrit","(mg/L)","0.006"
"Periode 2"," Gandaria Selatan ","Ph","(mg/L)","6"
"Periode 2"," Gandaria Selatan ","Seng (Zn)","(mg/L)","0.01"
"Periode 2"," Gandaria Selatan ","Sulfat","(mg/L)","33.36"
"Periode 2"," Gandaria Selatan ","Senyawa Aktif Biru Metilen","(mg/L)","0.03"
"Periode 2"," Gandaria Selatan ","Organik (KMnO4)","(mg/L)","1.32"
"Periode 2"," Gandaria Selatan ","Suhu","(Celcius)","23.3"
"Periode 2"," Gandaria Selatan ","Bakteri Koli","(Jlm/100mL)","200"
"Periode 2"," Lebak Bulus ","Zat Padat Terlarut","(mg/L)","127"
"Periode 2"," Lebak Bulus ","Kekeruhan","NTU","0.1"
"Periode 2"," Lebak Bulus ","Besi (Fe)","(mg/L)","0.08"
"Periode 2"," Lebak Bulus ","Fluorida","(mg/L)","0.07"
"Periode 2"," Lebak Bulus ","Total Hardness","(mg/L)","46.94"
"Periode 2"," Lebak Bulus ","Chlorida","(mg/L)","16.19"
"Periode 2"," Lebak Bulus ","Mangan (Mn)","(mg/L)","0.24"
"Periode 2"," Lebak Bulus ","Nitrat","(mg/L)","2.88"
"Periode 2"," Lebak Bulus ","Nitrit","(mg/L)","0.003"
"Periode 2"," Lebak Bulus ","Ph","(mg/L)","6.5"
"Periode 2"," Lebak Bulus ","Seng (Zn)","(mg/L)","0.1"
"Periode 2"," Lebak Bulus ","Sulfat","(mg/L)","7.95"
"Periode 2"," Lebak Bulus ","Senyawa Aktif Biru Metilen","(mg/L)","0.03"
"Periode 2"," Lebak Bulus ","Organik (KMnO4)","(mg/L)","0.99"
"Periode 2"," Lebak Bulus ","Suhu","(Celcius)","23.1"
"Periode 2"," Lebak Bulus ","Bakteri Koli","(Jlm/100mL)","0"
"Periode 2"," Pondok Labu ","Zat Padat Terlarut","(mg/L)","164"
"Periode 2"," Pondok Labu ","Kekeruhan","NTU","0.02"
"Periode 2"," Pondok Labu ","Besi (Fe)","(mg/L)","0.08"
"Periode 2"," Pondok Labu ","Fluorida","(mg/L)","0.03"
"Periode 2"," Pondok Labu ","Total Hardness","(mg/L)","57.14"
"Periode 2"," Pondok Labu ","Chlorida","(mg/L)","29.85"
"Periode 2"," Pondok Labu ","Mangan (Mn)","(mg/L)","0.05"
"Periode 2"," Pondok Labu ","Nitrat","(mg/L)","6.53"
"Periode 2"," Pondok Labu ","Nitrit","(mg/L)","0.003"
"Periode 2"," Pondok Labu ","Ph","(mg/L)","6.4"
"Periode 2"," Pondok Labu ","Seng (Zn)","(mg/L)","0.01"
"Periode 2"," Pondok Labu ","Sulfat","(mg/L)","5.73"
"Periode 2"," Pondok Labu ","Senyawa Aktif Biru Metilen","(mg/L)","0.03"
"Periode 2"," Pondok Labu ","Organik (KMnO4)","(mg/L)","0.83"
"Periode 2"," Pondok Labu ","Suhu","(Celcius)","23.8"
"Periode 2"," Pondok Labu ","Bakteri Koli","(Jlm/100mL)","0"
"Periode 2"," Cipete Utara ","Zat Padat Terlarut","(mg/L)","209"
"Periode 2"," Cipete Utara ","Kekeruhan","NTU","2.4"
"Periode 2"," Cipete Utara ","Besi (Fe)","(mg/L)","0.08"
"Periode 2"," Cipete Utara ","Fluorida","(mg/L)","0.13"
"Periode 2"," Cipete Utara ","Total Hardness","(mg/L)","77.55"
"Periode 2"," Cipete Utara ","Chlorida","(mg/L)","20.24"
"Periode 2"," Cipete Utara ","Mangan (Mn)","(mg/L)","0.05"
"Periode 2"," Cipete Utara ","Nitrat","(mg/L)","0.52"
"Periode 2"," Cipete Utara ","Nitrit","(mg/L)","0.019"
"Periode 2"," Cipete Utara ","Ph","(mg/L)","7.7"
"Periode 2"," Cipete Utara ","Seng (Zn)","(mg/L)","0.01"
"Periode 2"," Cipete Utara ","Sulfat","(mg/L)","10.8"
"Periode 2"," Cipete Utara ","Senyawa Aktif Biru Metilen","(mg/L)","0.03"
"Periode 2"," Cipete Utara ","Organik (KMnO4)","(mg/L)","1.05"
"Periode 2"," Cipete Utara ","Suhu","(Celcius)","23.9"
"Periode 2"," Cipete Utara ","Bakteri Koli","(Jlm/100mL)","0"
"Periode 2"," Gandaria Utara ","Zat Padat Terlarut","(mg/L)","408"
"Periode 2"," Gandaria Utara ","Kekeruhan","NTU","17.2"
"Periode 2"," Gandaria Utara ","Besi (Fe)","(mg/L)","0.13"
"Periode 2"," Gandaria Utara ","Fluorida","(mg/L)","0.04"
"Periode 2"," Gandaria Utara ","Total Hardness","(mg/L)","132.65"
"Periode 2"," Gandaria Utara ","Chlorida","(mg/L)","65.77"
"Periode 2"," Gandaria Utara ","Mangan (Mn)","(mg/L)","0.05"
"Periode 2"," Gandaria Utara ","Nitrat","(mg/L)","0.2"
"Periode 2"," Gandaria Utara ","Nitrit","(mg/L)","0.007"
"Periode 2"," Gandaria Utara ","Ph","(mg/L)","7.1"
"Periode 2"," Gandaria Utara ","Seng (Zn)","(mg/L)","0.01"
"Periode 2"," Gandaria Utara ","Sulfat","(mg/L)","38.06"
"Periode 2"," Gandaria Utara ","Senyawa Aktif Biru Metilen","(mg/L)","0.04"
"Periode 2"," Gandaria Utara ","Organik (KMnO4)","(mg/L)","1.63"
"Periode 2"," Gandaria Utara ","Suhu","(Celcius)","23.7"
"Periode 2"," Gandaria Utara ","Bakteri Koli","(Jlm/100mL)","0"
"Periode 2"," Gunung ","Zat Padat Terlarut","(mg/L)","259"
"Periode 2"," Gunung ","Kekeruhan","NTU","0.02"
"Periode 2"," Gunung ","Besi (Fe)","(mg/L)","1.72"
"Periode 2"," Gunung ","Fluorida","(mg/L)","0.13"
"Periode 2"," Gunung ","Total Hardness","(mg/L)","104.08"
"Periode 2"," Gunung ","Chlorida","(mg/L)","43"
"Periode 2"," Gunung ","Mangan (Mn)","(mg/L)","1.17"
"Periode 2"," Gunung ","Nitrat","(mg/L)","6.02"
"Periode 2"," Gunung ","Nitrit","(mg/L)","0.013"
"Periode 2"," Gunung ","Ph","(mg/L)","6.6"
"Periode 2"," Gunung ","Seng (Zn)","(mg/L)","0.01"
"Periode 2"," Gunung ","Sulfat","(mg/L)","11.53"
"Periode 2"," Gunung ","Senyawa Aktif Biru Metilen","(mg/L)","0.03"
"Periode 2"," Gunung ","Organik (KMnO4)","(mg/L)","0.77"
"Periode 2"," Gunung ","Suhu","(Celcius)","24.5"
"Periode 2"," Gunung ","Bakteri Koli","(Jlm/100mL)","0"
"Periode 2"," Kramat Pela ","Zat Padat Terlarut","(mg/L)","212"
"Periode 2"," Kramat Pela ","Kekeruhan","NTU","0.02"
"Periode 2"," Kramat Pela ","Besi (Fe)","(mg/L)","0.08"
"Periode 2"," Kramat Pela ","Fluorida","(mg/L)","0.1"
"Periode 2"," Kramat Pela ","Total Hardness","(mg/L)","79.59"
"Periode 2"," Kramat Pela ","Chlorida","(mg/L)","34.4"
"Periode 2"," Kramat Pela ","Mangan (Mn)","(mg/L)","0.27"
"Periode 2"," Kramat Pela ","Nitrat","(mg/L)","2.84"
"Periode 2"," Kramat Pela ","Nitrit","(mg/L)","0.008"
"Periode 2"," Kramat Pela ","Ph","(mg/L)","6.3"
"Periode 2"," Kramat Pela ","Seng (Zn)","(mg/L)","0.76"
"Periode 2"," Kramat Pela ","Sulfat","(mg/L)","11.84"
"Periode 2"," Kramat Pela ","Senyawa Aktif Biru Metilen","(mg/L)","0.03"
"Periode 2"," Kramat Pela ","Organik (KMnO4)","(mg/L)","0.99"
"Periode 2"," Kramat Pela ","Suhu","(Celcius)","24.5"
"Periode 2"," Kramat Pela ","Bakteri Koli","(Jlm/100mL)","0"
"Periode 2"," Selong ","Zat Padat Terlarut","(mg/L)","167"
"Periode 2"," Selong ","Kekeruhan","NTU","1.4"
"Periode 2"," Selong ","Besi (Fe)","(mg/L)","0.08"
"Periode 2"," Selong ","Fluorida","(mg/L)","0.14"
"Periode 2"," Selong ","Total Hardness","(mg/L)","53.06"
"Periode 2"," Selong ","Chlorida","(mg/L)","36.93"
"Periode 2"," Selong ","Mangan (Mn)","(mg/L)","0.19"
"Periode 2"," Selong ","Nitrat","(mg/L)","1.87"
"Periode 2"," Selong ","Nitrit","(mg/L)","0.003"
"Periode 2"," Selong ","Ph","(mg/L)","6.5"
"Periode 2"," Selong ","Seng (Zn)","(mg/L)","0.01"
"Periode 2"," Selong ","Sulfat","(mg/L)","29.65"
"Periode 2"," Selong ","Senyawa Aktif Biru Metilen","(mg/L)","0.06"
"Periode 2"," Selong ","Organik (KMnO4)","(mg/L)","4.74"
"Periode 2"," Selong ","Suhu","(Celcius)","24.5"
"Periode 2"," Selong ","Bakteri Koli","(Jlm/100mL)","0"
"Periode 2"," Melawai ","Zat Padat Terlarut","(mg/L)","213"
"Periode 2"," Melawai ","Kekeruhan","NTU","0.02"
"Periode 2"," Melawai ","Besi (Fe)","(mg/L)","0.08"
"Periode 2"," Melawai ","Fluorida","(mg/L)","0.15"
"Periode 2"," Melawai ","Total Hardness","(mg/L)","91.84"
"Periode 2"," Melawai ","Chlorida","(mg/L)","26.31"
"Periode 2"," Melawai ","Mangan (Mn)","(mg/L)","0.25"
"Periode 2"," Melawai ","Nitrat","(mg/L)","1.58"
"Periode 2"," Melawai ","Nitrit","(mg/L)","0.006"
"Periode 2"," Melawai ","Ph","(mg/L)","6.9"
"Periode 2"," Melawai ","Seng (Zn)","(mg/L)","0.02"
"Periode 2"," Melawai ","Sulfat","(mg/L)","15.97"
"Periode 2"," Melawai ","Senyawa Aktif Biru Metilen","(mg/L)","0.03"
"Periode 2"," Melawai ","Organik (KMnO4)","(mg/L)","3.94"
"Periode 2"," Melawai ","Suhu","(Celcius)","24.7"
"Periode 2"," Melawai ","Bakteri Koli","(Jlm/100mL)","0"
"Periode 2"," Pulo ","Zat Padat Terlarut","(mg/L)","189"
"Periode 2"," Pulo ","Kekeruhan","NTU","0.02"
"Periode 2"," Pulo ","Besi (Fe)","(mg/L)","0.08"
"Periode 2"," Pulo ","Fluorida","(mg/L)","0.15"
"Periode 2"," Pulo ","Total Hardness","(mg/L)","73.47"
"Periode 2"," Pulo ","Chlorida","(mg/L)","27.83"
"Periode 2"," Pulo ","Mangan (Mn)","(mg/L)","0.43"
"Periode 2"," Pulo ","Nitrat","(mg/L)","7.58"
"Periode 2"," Pulo ","Nitrit","(mg/L)","0.003"
"Periode 2"," Pulo ","Ph","(mg/L)","6.6"
"Periode 2"," Pulo ","Seng (Zn)","(mg/L)","0.03"
"Periode 2"," Pulo ","Sulfat","(mg/L)","9.44"
"Periode 2"," Pulo ","Senyawa Aktif Biru Metilen","(mg/L)","0.03"
"Periode 2"," Pulo ","Organik (KMnO4)","(mg/L)","1.11"
"Periode 2"," Pulo ","Suhu","(Celcius)","24.8"
"Periode 2"," Pulo ","Bakteri Koli","(Jlm/100mL)","0"
"Periode 2"," Senayan ","Zat Padat Terlarut","(mg/L)","122"
"Periode 2"," Senayan ","Kekeruhan","NTU","2"
"Periode 2"," Senayan ","Besi (Fe)","(mg/L)","0.08"
"Periode 2"," Senayan ","Fluorida","(mg/L)","0.17"
"Periode 2"," Senayan ","Total Hardness","(mg/L)","55.1"
"Periode 2"," Senayan ","Chlorida","(mg/L)","10.12"
"Periode 2"," Senayan ","Mangan (Mn)","(mg/L)","0.05"
"Periode 2"," Senayan ","Nitrat","(mg/L)","0.24"
"Periode 2"," Senayan ","Nitrit","(mg/L)","0.003"
"Periode 2"," Senayan ","Ph","(mg/L)","7.6"
"Periode 2"," Senayan ","Seng (Zn)","(mg/L)","0.06"
"Periode 2"," Senayan ","Sulfat","(mg/L)","8.38"
"Periode 2"," Senayan ","Senyawa Aktif Biru Metilen","(mg/L)","0.03"
"Periode 2"," Senayan ","Organik (KMnO4)","(mg/L)","1.05"
"Periode 2"," Senayan ","Suhu","(Celcius)","24.4"
"Periode 2"," Senayan ","Bakteri Koli","(Jlm/100mL)","0"
"Periode 2"," Pelogogan ","Zat Padat Terlarut","(mg/L)","310"
"Periode 2"," Pelogogan ","Kekeruhan","NTU","0.3"
"Periode 2"," Pelogogan ","Besi (Fe)","(mg/L)","0.08"
"Periode 2"," Pelogogan ","Fluorida","(mg/L)","0.14"
"Periode 2"," Pelogogan ","Total Hardness","(mg/L)","109.18"
"Periode 2"," Pelogogan ","Chlorida","(mg/L)","53.77"
"Periode 2"," Pelogogan ","Mangan (Mn)","(mg/L)","0.28"
"Periode 2"," Pelogogan ","Nitrat","(mg/L)","1.41"
"Periode 2"," Pelogogan ","Nitrit","(mg/L)","0.131"
"Periode 2"," Pelogogan ","Ph","(mg/L)","7.7"
"Periode 2"," Pelogogan ","Seng (Zn)","(mg/L)","0.05"
"Periode 2"," Pelogogan ","Sulfat","(mg/L)","35.84"
"Periode 2"," Pelogogan ","Senyawa Aktif Biru Metilen","(mg/L)","0.14"
"Periode 2"," Pelogogan ","Organik (KMnO4)","(mg/L)","0.28"
"Periode 2"," Pelogogan ","Suhu","(Celcius)","23"
"Periode 2"," Pelogogan ","Bakteri Koli","(Jlm/100mL)","0"
"Periode 2"," Rawa Barat ","Zat Padat Terlarut","(mg/L)","226"
"Periode 2"," Rawa Barat ","Kekeruhan","NTU","7.1"
"Periode 2"," Rawa Barat ","Besi (Fe)","(mg/L)","0.08"
"Periode 2"," Rawa Barat ","Fluorida","(mg/L)","0.05"
"Periode 2"," Rawa Barat ","Total Hardness","(mg/L)","93.27"
"Periode 2"," Rawa Barat ","Chlorida","(mg/L)","29.91"
